用户ID,作者ID,认证类型,粉丝数,微博数,信源级别,性别,精准地域
JRTT_小郭,1415790680347486, ,0,,未定义,无,内蒙古自治区
JRTT_淡淡清香127871041,5817665722, ,23,27.0,未定义,无,其他
JRTT_不凡的李二小姐,444622031559886, ,0,,未定义,无,内蒙古自治区
DY_好才哥,yyc007576,普通用户,465,2.0,未定义,无,内蒙古自治区
WB_我不像米妮,6466886551,普通用户,115,628.0,未定义,女,江苏省
WB_柏铭007,3769804445,个人认证-金V,386961,107219.0,未定义,男,内蒙古自治区
WB_羽扇茅,7870421797,普通用户,415,7199.0,未定义,男,内蒙古自治区
DY_周报,22104660700,普通用户,36,4.0,未定义,无,内蒙古自治区
WB_Nightfa-,7538760581,普通用户,2347,17707.0,未定义,女,其他
WB_杨文战律师,1224941885,个人认证-橙V,3051849,42310.0,未定义,男,内蒙古自治区
JRTT_借海一月醉,2703024319636144, ,0,,未定义,无,内蒙古自治区
WB_软0来了,5870223070,个人认证-金V,151346,19175.0,未定义,女,其他
WB_妄瑕,6217442896,普通用户,641,2710.0,未定义,女,内蒙古自治区
WB_cola迷爱吃山竹超幸运,7853434002,个人认证-橙V,31080,892.0,未定义,女,其他
WB__泋_,2889656493,个人认证-橙V,11700,23968.0,未定义,女,其他
WB_-神仙魚斷魂-,6991757675,普通用户,1194,31331.0,未定义,女,其他
WB_苏酿酿呀,7799872068,个人认证-金V,159360,10117.0,未定义,女,其他
WB_懒到会飞了,7497291722,个人认证-橙V,12717,2908.0,未定义,男,其他
KS_惜非今比,3xf4sg66is79n76,普通用户,3036,576.0,未定义,无,内蒙古自治区
WB_为为的彩虹Diamonds,3207385454,个人认证-橙V,5182,8202.0,未定义,女,其他
JRTT_云朵讲故事,1629932846327195, ,0,,未定义,无,内蒙古自治区
WB_叮蜜瓜包,5538949564,普通用户,75,2007.0,未定义,女,其他
JRTT_坤子橱窗百货,1596927487261571, ,0,,未定义,无,内蒙古自治区
JRTT_幸运百香果y,3776180281153396, ,0,,未定义,无,内蒙古自治区
KS_?*帅哥男神*,3xww7jhw29zzkne,普通用户,13606,2093.0,未定义,无,内蒙古自治区
WB_张富勇F,3525507030,普通用户,3033,111339.0,未定义,男,内蒙古自治区
JRTT_丰哥精品分享,71855930817, ,493,42.0,未定义,无,其他
DY_Winter apple,dybf520kx5qh,其他认证,302,602.0,未定义,无,内蒙古自治区
JRTT_秋天的桂花,95348940304,普通用户,11483,787.0,未定义,无,内蒙古自治区
WB_为子酱在日本,2299051704,个人认证-橙V,724985,659.0,未定义,女,内蒙古自治区
WB_远远_一生唯爱双子星,2125275715,普通用户,1003,51454.0,未定义,男,其他
WB_泰喵养成计划_ss,5698535399,普通用户,1921,25463.0,未定义,女,四川省
WYXW_叶良辰, ,1000101,79,5.0,未定义,无,广东省
JRTT_志哥点评,67170794289,普通用户,0,0.0,未定义,无,内蒙古自治区
JRTT_第五景倫,107765498416, ,406,190.0,未定义,无,内蒙古自治区
JRTT_八二先生,4006264200768644, ,0,,未定义,无,内蒙古自治区
JRTT_追梦人143940827,53456348382,普通用户,0,0.0,未定义,无,内蒙古自治区
JRTT_会飞的猫,2623855710703710, ,0,,未定义,无,其他
DY_法邦芒,65252042163,普通用户,155,20.0,未定义,无,内蒙古自治区
JRTT_心诚是金,78667655366, ,0,,未定义,无,山东省
JRTT_娱乐俊评说,484223868215549,普通用户,0,0.0,未定义,无,内蒙古自治区
KS_八仙贺喜,3xzdpnafjfzfuga,普通用户,0,142.0,未定义,无,内蒙古自治区
WB_脑浆爆裂少女,1798364041,普通用户,1079,28661.0,未定义,女,其他
WB_知恒律师事务所,7744706667,企业认证,236,183.0,未定义,女,内蒙古自治区
WB_coser三芊,3619753435,普通用户,13937,2822.0,未定义,女,其他
DY_德才兼备精灵C, ,普通用户,0,,未定义,无,内蒙古自治区
WB_Sylviaaaa-Lee,6430712963,个人认证-橙V,6599,6982.0,未定义,女,其他
WB_梦中养柴,5885112057,普通用户,321,3382.0,未定义,女,其他
JRTT_向正义出发A,53196143634, ,56,262.0,未定义,无,内蒙古自治区
DY_有缘同行,yxh050515,其他认证,1043,325.0,未定义,无,内蒙古自治区
JRTT_狐说侃大山,51868111729, ,17,12.0,未定义,无,内蒙古自治区
DY_康康娘亲,39954432492,普通用户,0,0.0,未定义,无,内蒙古自治区
WB_小鱼圆饼oo,5892794580,普通用户,212,7731.0,未定义,女,其他
DY_伟宝,xiaopang666537,普通用户,70,221.0,未定义,无,内蒙古自治区
JRTT_处变不惊,2013947509096222, ,0,,未定义,无,山东省
JRTT_欢快豆浆M,3380336722448126, ,0,,未定义,无,内蒙古自治区
JRTT_吴老师的热评,3544428606915703,个人加V认证,652,450.0,未定义,无,山东省
JRTT_微笑生活家G,3382546926417080,普通用户,0,0.0,未定义,无,其他
DY_41331355840,41331355840,普通用户,1100,1726.0,未定义,无,内蒙古自治区
WB_北晹,6063333250,普通用户,1165,1920.0,未定义,女,内蒙古自治区
DY_任性有了就差钱儿了,hrblxp,其他认证,249,165.0,未定义,无,内蒙古自治区
WB_能够思考的不自由,7186825971,普通用户,406,7571.0,未定义,女,山东省
DY_??恋上你的微笑,36839749754,普通用户,336,24.0,未定义,无,内蒙古自治区
WB_TM家族-马笑笑,7727904634,个人认证-橙V,25034,16913.0,未定义,女,其他
WB_珺源摘星辞,1847302847,普通用户,369,44162.0,未定义,女,其他
JRTT_欢喜杨杨,2955117150871038,普通用户,3183,5.0,未定义,无,内蒙古自治区
VX_郑州晚报,zhengzhouwanbao, ,0,,地市,无,内蒙古自治区
WB_鹤野南丸,2214814783,普通用户,3563,25773.0,未定义,女,其他
JRTT_品质好物推荐,4382551711, ,0,349.0,商业,无,上海市
KS_小包～（搬运工?）,4386176581,普通用户,0,39.0,商业,无,其他
JRTT_杨哈哈Azalea,51601909378, ,0,0.0,商业,无,内蒙古自治区
XHS_藏羚羊,6142110643,普通用户,1,0.0,商业,无,其他
DY_李师师愛苏苏,73385417665,普通用户,7,4.0,商业,无,山西省
DY_阿拉丁,57535293679,普通用户,0,246.0,商业,无,其他
JRTT_小讼言案,3613414597895689, ,0,0.0,商业,无,山西省
WB_福福子和机机美,5373134352,普通用户,156,12056.0,未定义,女,上海市
DY_蕊蕊师姐,appleyu62881,普通用户,2237,69.0,商业,无,北京市
DY_李师师愛苏苏,73385417665,普通用户,6,4.0,未定义,无,山西省
DY_阚鸷,88835154668,普通用户,1160,193.0,商业,无,天津市
DY_半树花,84152201868,普通用户,242,343.0,商业,无,其他
VX_大案咨询,gh_6f17818fd646, ,0,,未定义,无,福建省
JRTT_正义之师为正义发声,104877077263, ,0,18.0,商业,无,内蒙古自治区
WB_态度岛,1199581807,个人认证-金V,717063,67515.0,未定义,男,上海市
DY_书画同源,46751928776,普通用户,0,844.0,未定义,无,江苏省
DY_云云海山,76901656567,普通用户,0,80.0,商业,无,其他
KS_小九吖（不要＠）,1628228098,普通用户,0,1620.0,商业,无,其他
KS_柚木（?主?）,3571058951,普通用户,0,55.0,商业,无,其他
XHS_momo,5322863121,普通用户,0,0.0,商业,无,其他
DY_点点繁星,96162224086,普通用户,826,3030.0,商业,无,其他
JRTT_谈笑狗生,1471614724869251, ,0,,未定义,无,内蒙古自治区
JRTT_暴走的熊猫人,3213226393213051, ,0,,未定义,无,内蒙古自治区
WYXW_叶良辰, , ,79,5.0,未定义,无,广东省
JRTT_云淡风轻287062351,391058650830493, ,0,0.0,未定义,无,内蒙古自治区
WB_江海生輝,7494748669,普通用户,796,6996.0,未定义,男,其他
WB_泠善_,2214466134,普通用户,300,8936.0,未定义,女,其他
JRTT_嘻唰唰讲笑话,3746791990496815, ,0,,未定义,无,内蒙古自治区
JRTT_正大光明的封神,102948767836,普通用户,0,0.0,未定义,无,内蒙古自治区
WB_炡谟-,7334601431,个人认证-橙V,1603,5965.0,未定义,女,内蒙古自治区
WB_别再Q我啦,7512329537,个人认证-橙V,14472,7641.0,未定义,女,其他
JRTT_山西小编,504016068414780, ,0,,未定义,无,内蒙古自治区
DY_金曲音乐坊,dym65aedkwxo51,普通用户,30,5.0,未定义,无,内蒙古自治区
JRTT_正能量外向冰,284097989070056, ,0,,未定义,无,内蒙古自治区
JRTT_古古怪怪滴我都,85509520647, ,0,,未定义,无,内蒙古自治区
KS_国际大事件,3xqb63kr5bwg2ti,普通用户,0,85.0,未定义,无,内蒙古自治区
DY_??一生有你????,RB77Q8,其他认证,13965,58.0,未定义,无,内蒙古自治区
JRTT_肖泰,76428826509, ,8928,2088.0,未定义,无,内蒙古自治区
JRTT_淡泊的豆花bD,92379350868, ,0,,未定义,无,江西省
JRTT_率真呀彩虹,105367570231, ,0,0.0,未定义,无,湖北省
WB_悬疑志,1295048517,个人认证-金V,2884687,28079.0,未定义,男,其他
WB_Pd-U4692,7844614217,个人认证-橙V,11727,6070.0,未定义,女,其他
WB_我的昵称不记得了,6608447499,个人认证-金V,230912,87784.0,未定义,男,内蒙古自治区
DY_阿军游记,8026734,普通用户,239,126.0,未定义,无,内蒙古自治区
WB_LittleSunDW,7864873889,个人认证-橙V,11833,2578.0,未定义,女,其他
WB_白子媎,5314587092,普通用户,2038,4868.0,未定义,女,其他
WB_weustah,5156884220,普通用户,1388,15732.0,未定义,男,其他
JRTT_紫薇星运,3424312776458777, ,0,,未定义,无,山东省
JRTT_杜家科技,4162519484,普通用户,260771,4691.0,未定义,无,内蒙古自治区
WYXW_白浅娱乐聊, ,1000101,4124,875.0,未定义,无,内蒙古自治区
WB_醒来的森林_,7811829410,普通用户,43,5042.0,未定义,女,其他
KS_88888888,3xwfsknuik3w5hk,普通用户,14043,84.0,未定义,无,内蒙古自治区
WB_十二月的序聆,7542438716,个人认证-橙V,11957,14357.0,未定义,女,其他
WB_梦女癖,6580387102,个人认证-橙V,19731,5526.0,未定义,女,其他
WYXW_火山诗话, , ,394,626.0,未定义,无,内蒙古自治区
JRTT_开心姐,110938036364, ,0,,未定义,无,内蒙古自治区
WB_-充分不必要-,5774643240,个人认证-橙V,12426,6209.0,未定义,男,其他
JRTT_烟锁池塘柳絮儿,4119229283707808, ,0,,未定义,无,内蒙古自治区
JRTT_园园话生活,111626014760, ,0,,未定义,无,内蒙古自治区
WYXW_看晓天下事, , ,0,,未定义,无,内蒙古自治区
JRTT_苗子说娱,1128574373331468, ,0,,未定义,无,内蒙古自治区
JRTT_脑梗老陈康复日志,105028386690, ,4563,6385.0,未定义,无,内蒙古自治区
DY_艾尐森,hgji123123,普通用户,26,10.0,未定义,无,内蒙古自治区
WB_雪饼日日咻,7441160900,普通用户,4093,8796.0,未定义,女,其他
DY_用户7669502837395,45215476381,普通用户,644,40.0,未定义,无,内蒙古自治区
JRTT_玫瑰的不加糖,3324575354722147, ,0,,未定义,无,内蒙古自治区
WB_猫狗通吃,7795291777,普通用户,1024,13802.0,未定义,女,内蒙古自治区
WB_从碎纸机里自杀,1869712013,普通用户,5168,37288.0,未定义,女,内蒙古自治区
WB_三冬江走,7870766813,普通用户,353,4998.0,未定义,女,内蒙古自治区
JRTT_腾启互联网销售,4292970029528019, ,0,,未定义,无,黑龙江省
WB_钥匙主任,5204974536,普通用户,236,6293.0,未定义,女,内蒙古自治区
JRTT_人生海海,1865209186621181, ,0,0.0,未定义,无,内蒙古自治区
JRTT_21如烟12,86200181725, ,109,84.0,未定义,无,内蒙古自治区
DY_故事剪辑讲解,65368652370,普通用户,80,38.0,未定义,无,内蒙古自治区
JRTT_令狐?幻羽,1735508588234448, ,0,,未定义,无,内蒙古自治区
JRTT_无双春风E,1275902058039389, ,0,,未定义,无,内蒙古自治区
JRTT_那一片雪花啊,3259376356295087, ,0,,未定义,无,内蒙古自治区
JRTT_、懒癌少女°,1953152986000552,普通用户,0,0.0,未定义,无,内蒙古自治区
JRTT_微风轻轻吹过你的脸颊,2016961148754825, ,0,,未定义,无,内蒙古自治区
JRTT_爱笑的祥仔,1934745276267773, ,0,,未定义,无,内蒙古自治区
WB_一颗小虎头,5459565978,个人认证-金V,206519,23054.0,未定义,男,内蒙古自治区
WB_圆圆你要往哪儿桃,7565082522,个人认证-橙V,2815,17863.0,未定义,女,其他
JRTT_辣妹追剧,1541973677443468, ,0,,未定义,无,内蒙古自治区
JRTT_小猪说事,1489212408862380, ,0,,未定义,无,内蒙古自治区
JRTT_一塌糊涂,1552155777434108, ,0,,未定义,无,山西省
WB_井九是个大美人,6665141076,普通用户,191,22031.0,未定义,女,陕西省
WB_甜筒烤菠萝,3758755101,普通用户,1665,23869.0,未定义,女,内蒙古自治区
JRTT_小伟哥影视剧情,3658785045878302, ,17,25.0,未定义,无,内蒙古自治区
WB_bbiing_,5761452093,普通用户,92,2934.0,未定义,女,内蒙古自治区
WB_眼泪220413,5311913600,普通用户,179,23000.0,未定义,女,其他
KS_刘雯,3xfhzq8j3dnfzm9,普通用户,0,0.0,未定义,无,内蒙古自治区
WB_中年唐唐,1814883323,个人认证-橙V,192083,89398.0,未定义,男,内蒙古自治区
WB_cgyy111,6526951306,普通用户,17,124.0,未定义,女,四川省
WB_林哥观察,3873096802,个人认证-金V,4113106,33898.0,未定义,男,内蒙古自治区
WB_七号猪牌协奏曲,7758001132,普通用户,375,6469.0,未定义,女,内蒙古自治区
WB_亚布力人民检察,3168946765,机构认证-政府,30748,71432.0,地市,男,山东省
WB_北国佳人李春姬,6481510219,普通用户,767462,19761.0,未定义,男,内蒙古自治区
JRTT_羽落,1478170813137315, ,0,,未定义,无,内蒙古自治区
JRTT_MM梦想成真,108319957858, ,0,0.0,未定义,无,内蒙古自治区
JRTT_顺风顺水1688,1975175048858808, ,0,,未定义,无,内蒙古自治区
WB_Clfkkmmb_,7671262171,个人认证-橙V,3443,11023.0,未定义,女,内蒙古自治区
WB_你好我们打烊了,6859226777,普通用户,48,6982.0,未定义,男,内蒙古自治区
JRTT_富云麦,1429829060135287, ,0,0.0,未定义,无,内蒙古自治区
VX_廉与法时讯,lzyfjb111, ,0,,地市,无,内蒙古自治区
DY_烧龙007谈天说地,yongercar,普通用户,0,1.0,未定义,无,内蒙古自治区
JRTT_杜家科技,4162519484,普通用户,260771,4691.0,未定义,无,黑龙江省
WB_临山知水意,5092640597,普通用户,13,6524.0,未定义,女,其他
WB_拍古,6181595990,普通用户,41,2956.0,未定义,男,内蒙古自治区
WB_OA-鲁比煎饺,5895069028,个人认证-橙V,2136,2464.0,未定义,女,其他
JRTT_笔走龙蛇,108114857454, ,0,,未定义,无,内蒙古自治区
WYXW_魔都囡, , ,42964,1683.0,未定义,无,江苏省
WB_夹你爹,5819413681,普通用户,12,4520.0,未定义,男,内蒙古自治区
WB_装忧郁是天赋,6379717216,普通用户,3146,4.0,未定义,女,内蒙古自治区
DY_真的爱着你??,niaoyuchanmi70,其他认证,216952,629.0,未定义,无,内蒙古自治区
JRTT_媚之夭夭,102424237363,个人加V认证,120539,3275.0,未定义,无,内蒙古自治区
JRTT_吃瓜群众,102424941446, ,0,,未定义,无,内蒙古自治区
JRTT_致富路上你和我,926210462333720, ,0,,未定义,无,内蒙古自治区
WB_苏坡蕾蒂,7490950194,个人认证-金V,25129,15220.0,未定义,女,山东省
WB_没有家的孩子总是难捱的,5830768424,普通用户,76,4046.0,未定义,女,其他
DY_余生的爱,23168302525,普通用户,135,35.0,未定义,无,内蒙古自治区
JRTT_正大光明的封神,102948767836, ,0,0.0,未定义,无,内蒙古自治区
WB_失眠小椰椰,7363352917,普通用户,15,481.0,未定义,女,其他
DY_TOOM舆情,24941171257,其他认证,51,40.0,未定义,无,河南省
WB_努力当个漂亮欧尼,6126310509,个人认证-橙V,17471,25277.0,未定义,女,其他
WB_o_dream_,3984003444,普通用户,1798,9383.0,未定义,女,内蒙古自治区
VX_青石视界,youlong13488020862, ,0,,未定义,无,内蒙古自治区
WB_王富棍,7441909456,普通用户,26706,14807.0,未定义,男,内蒙古自治区
KS_娱乐联盟?老王,3x8zym37g5gsscs,普通用户,0,,未定义,无,内蒙古自治区
WB_庄志明律师,1759015447,个人认证-橙V,1574502,190182.0,未定义,男,内蒙古自治区
WB_郭姨的围脖1,7884475124,普通用户,54729,11543.0,未定义,女,内蒙古自治区
WB_披着金色婚纱的小狮子,6053262609,普通用户,5926,25.0,未定义,女,其他
JRTT_淡泊明志嘚,52387871783,普通用户,0,19.0,未定义,无,内蒙古自治区
JRTT_娱娱之乐,1717900891403770, ,0,,未定义,无,内蒙古自治区
JRTT_无幽幽,2524931948828078,普通用户,0,0.0,未定义,无,内蒙古自治区
WB_撒空空变树霖,1504398223,个人认证-橙V,90585,10051.0,未定义,女,内蒙古自治区
WB_小睡_手机out版,7830831323,普通用户,87,3041.0,未定义,女,四川省
JRTT_低调,905634913195374, ,0,,未定义,无,其他
JRTT_博学多才的恒恒麻麻,3109893291124264, ,0,,未定义,无,内蒙古自治区
KS_后来傻瓜寒了心,3xajfz3v4k66fbw,普通用户,0,157.0,未定义,无,内蒙古自治区
WB__麟九_,1540153697,个人认证-橙V,45083,46533.0,未定义,男,内蒙古自治区
JRTT_小豪看世界,2673627964126487,普通用户,0,0.0,未定义,无,内蒙古自治区
JRTT_老马apple,111476345216, ,340,1551.0,未定义,无,内蒙古自治区
DY_池鱼,2028611388,其他认证,179,12.0,未定义,无,内蒙古自治区
KS_老毕锐评,3xxx4r83j3nqgc9,个人认证,707633,408.0,未定义,无,内蒙古自治区
WB_用户99970200_,6972966127,普通用户,34,1720.0,未定义,女,其他
JRTT_阿航的生活日记,409491100416221, ,0,,未定义,无,内蒙古自治区
WB_胖亮爱读书,5322204315,普通用户,465,1513.0,未定义,男,内蒙古自治区
WB_butbluemybyebye,7755214094,普通用户,110,14372.0,未定义,女,其他
DY_刑法潘老师,386660662,普通用户,4044,67.0,未定义,无,内蒙古自治区
KS_林姐在内蒙,3x8qy4fm6igii3e,普通用户,0,0.0,未定义,无,内蒙古自治区
JRTT_文艺青年彪哥,100317410301,普通用户,0,,未定义,无,内蒙古自治区
KS_郑律师,3xcbke7kpnpx9ba,个人认证,0,0.0,未定义,无,内蒙古自治区
