用户ID,作者ID,认证类型,粉丝数,微博数,信源级别,性别,精准地域
XHS_小红薯4290712D,873491652,普通用户,6,0.0,未定义,无,江西省
DY_资本在飞，人在猛追,87275608125,普通用户,541,1315.0,未定义,无,浙江省
DY_那份情,25887138602,普通用户,15880,4.0,未定义,无,江西省
JRTT_芸苏里,2307208684510046, ,0,0.0,未定义,无,江西省
WB_紫荆树,1198220993,个人认证-橙V,2596708,68907.0,未定义,男,江西省
JRTT_叫我静静,105783911811,个人加V认证,0,491.0,未定义,无,江西省
WB_漫影坑,5347468522,个人认证-橙V,4092847,23337.0,未定义,男,江西省
WB_竹荪虾滑-,2934195081,普通用户,716,16690.0,未定义,女,江西省
JRTT_哼好名字都被抢了,69473551131, ,0,39.0,未定义,无,其他
JRTT_快乐雕m,3058400764, ,0,,未定义,无,江西省
JRTT_小金谈事,534824941531803, ,0,,未定义,无,江西省
XHS_我爱宝贝,5560927656,普通用户,90,0.0,未定义,无,江西省
WB_岛上有风,1280626951,普通用户,4915,12075.0,未定义,女,江西省
JRTT_东海樵夫,662373886088633, ,0,,未定义,无,江西省
KS_GY,2397328864,普通用户,0,21.0,未定义,无,江西省
DY_123980,40028324291,普通用户,382,16.0,未定义,无,江西省
WYXW_妮子说美食,T1670904552343, ,0,,未定义,无,江西省
DY_??黎明的曙光??,zzd20200810,普通用户,1284,792.0,未定义,无,江西省
DY_图文一哥,85XBBOK,普通用户,3476,71.0,未定义,无,江苏省
DY_超说,32195345977,普通用户,373,63.0,未定义,无,江西省
WB_-莫乐乐-,7453489279,普通用户,58,530.0,未定义,男,江西省
JRTT_端庄优雅百灵鸟d3,4248137173568775, ,0,,未定义,无,江西省
KS_茉莉6837,393129111,普通用户,0,127.0,未定义,无,四川省
JRTT_小气鬼誓言,3877333912795130, ,0,,未定义,无,湖南省
DY_小畅的畅,xcshou90,普通用户,17778,18.0,未定义,无,江西省
DY_金辉,49028381631,普通用户,8718,2368.0,未定义,无,江西省
JRTT_??烟酒�匦拈�?????,1889423949309835, ,0,,未定义,无,江西省
WB_WhiteCatWoman,2126731273,普通用户,492,81131.0,未定义,女,其他
DY_看我看我?,59944657512,普通用户,6,7.0,未定义,无,江西省
WB_深海A子酱,2031009357,个人认证-达人,7564,13827.0,未定义,女,江西省
WB_安东诺芙设计局,7908573769,普通用户,279,2159.0,未定义,女,江西省
WB_真躲猫猫无双,1507383040,个人认证-橙V,7348,22332.0,未定义,女,江西省
JRTT_有盐电影,3507885417968362, ,0,,未定义,无,江西省
JRTT_儒雅梦想uN,3732196527964254, ,0,,未定义,无,河南省
WB_矛盾體_CRAIGJOJO,1752998634,普通用户,35206,23999.0,未定义,男,江西省
WB_郎叔减肥塑型,1320471657,个人认证-橙V,1624384,11162.0,未定义,男,江西省
KS_G8229,681967509,普通用户,0,,未定义,无,广西壮族自治区
DY_俊俊妈妈要努力,39630839496,普通用户,267,45.0,未定义,无,其他
DY_无锡秦临军,34581651623,普通用户,2364,1410.0,未定义,无,江苏省
JRTT_我是云雾啊,4110398780612387, ,0,,未定义,无,香港特别行政区
DY_李津诚,haoatimu4401,普通用户,273,524.0,未定义,无,江西省
DY_看看新闻Knews,KKnews,机构认证,38618169,51424.0,省级,无,江西省
DY_郑重其事 不忘初心?,ZCL2LJY,普通用户,736,160.0,未定义,无,江西省
DY_沿途南行,41947668780,普通用户,41,59.0,未定义,无,山西省
DY_???流浪者重度依赖???,50932144160,普通用户,407,64.0,未定义,无,江西省
JRTT_虾皮吃小皮,3683786261267427, ,0,,未定义,无,江西省
DY_小草根,41267393818,普通用户,54,9.0,未定义,无,江西省
DY_品世间百态.尝人生百味,64460043392,普通用户,5452,70.0,未定义,无,其他
DY_南阳市民,yj697997.,普通用户,3439,12.0,未定义,无,江西省
DY_灰雨,luolinsen512,普通用户,1325,203.0,未定义,无,江西省
JRTT_坦荡的山丘朦胧诗雨,2339353101338527, ,0,,未定义,无,江西省
WB_马上谈,2036161077,个人认证-金V,473265,35993.0,未定义,男,江西省
WB_圆周率等于31415926,7764421073,个人认证-橙V,190823,24625.0,未定义,男,江西省
DY_时尚男人,87151151887,普通用户,5663,706.0,未定义,无,江西省
WB_姬叽复叽姬,6454888268,普通用户,28,2180.0,未定义,女,江西省
DY_陈述,36470458037,普通用户,8,24.0,未定义,无,江西省
WB_殿前无灯,5989800585,普通用户,160,8229.0,未定义,女,江西省
JRTT_诗意闲谈,1990565571335054, ,0,,未定义,无,江西省
WB_英婋,1681315777,普通用户,406,880.0,未定义,男,江西省
JRTT_聪明的葡萄,383093065911495, ,0,,未定义,无,江西省
KS_三只小浣熊,2446899900,普通用户,0,243.0,未定义,无,广西壮族自治区
WB_紫堇轩君,1704067963,个人认证-橙V,645243,25312.0,未定义,男,江西省
WB_囯女,5527051551,普通用户,461102,42598.0,未定义,女,江西省
WB_想发财的炎热雨林中的老虎,3599779494,个人认证-金V,185035,48783.0,未定义,女,其他
WB_一方荼灵,7797173717,普通用户,86,45.0,未定义,男,江西省
DY_拉拉卡拉,55428132377,普通用户,24,10.0,未定义,无,其他
DY_腾芯科技总委会,201O1001Z,普通用户,1755,153.0,未定义,无,其他
WB_小短腿夏酱,5062617355,个人认证-金V,773011,35792.0,未定义,女,其他
DY_KaKa,zonggaiyouji,普通用户,404,15.0,未定义,无,江西省
WB_简木生--撰稿者,1965628823,个人认证-橙V,1944897,70643.0,未定义,男,其他
WB_陈敏-CS,6253476127,个人认证-橙V,399016,6298.0,未定义,男,江西省
WB_直立人研究所也先所长,7855690786,普通用户,272,9710.0,未定义,男,江西省
JRTT_白土知道,92597552491, ,0,,未定义,无,江西省
DY_六出曼陀罗,80927070194,普通用户,45,41.0,未定义,无,甘肃省
WB_童嵩珍性治疗師,2915019314,个人认证-橙V,1132385,4985.0,未定义,女,江西省
WB_梅山祝Chris,6679245992,普通用户,137,1027.0,未定义,男,江西省
WB_土哥plus,6391694095,普通用户,9215,3330.0,未定义,男,江西省
DY_, ,普通用户,0,,未定义,无,江西省
WB_颓烟笙歌,7919166144,普通用户,234,2677.0,未定义,女,江西省
DY_难忘时刻,nanwangshike1314,普通用户,851,317.0,未定义,无,江西省
JRTT_千言万语,4035627783818794, ,0,,未定义,无,江西省
DY_白嫖84,baipiao84662,普通用户,1508,133.0,未定义,无,江西省
WYXW_洲洲影视娱评,T1716349140034,1001101,0,,未定义,无,境外
DY_海菜,dodowryyyy,普通用户,44262,26.0,未定义,无,内蒙古自治区
WB_法考生拍案,7040138540,普通用户,569,6666.0,未定义,男,江西省
KS_这个世界一切都是虚伪的,1311307840,普通用户,528,161.0,未定义,无,河南省
WB_Clh一定要逃出去,1102527977,普通用户,0,16.0,未定义,女,河北省
WB_金华磊哥,1859661774,个人认证-金V,1211759,121341.0,未定义,男,江西省
KS_琳儿票务（招袋礼）,89437939,普通用户,100,24.0,未定义,无,湖北省
DY_叶三金,31388724304,普通用户,54,34.0,未定义,无,其他
DY_近乎于,dalei99130,普通用户,2587,1397.0,未定义,无,香港特别行政区
DY_我先睡觉了^,1107xianenyi,普通用户,188,1.0,未定义,无,江西省
DY_正能量,32693676384,普通用户,4187,13.0,未定义,无,福建省
DY_小陈爱喝果粒橙,28828043767,普通用户,1248,1.0,未定义,无,其他
WB_Young_pimp,5653328396,普通用户,4,30.0,未定义,男,湖南省
JRTT_顶级柳叶C1,110906480675, ,0,,未定义,无,江西省
DY_陈老幺,cqw1919119,普通用户,178046,264.0,未定义,无,江西省
WB_数知实验室,5676384100,个人认证-橙V,1636351,29123.0,未定义,男,其他
WYXW_迷世书童H9527, , ,0,,未定义,无,江西省
DY_毛艺霖律师,86327145685,普通用户,97,40.0,未定义,无,天津市
DY_didnttt,ab197777,普通用户,39,0.0,未定义,无,甘肃省
WB_纽太普同学,1645599505,个人认证-金V,399301,16172.0,未定义,男,其他
WB_思不聊,5883745243,普通用户,83,915.0,未定义,男,江西省
JRTT_知我只你刘卫红,201929030114894, ,0,,未定义,无,江西省
DY_明朗天空,1768539344,普通用户,370,22.0,未定义,无,江西省
WB_流泪橘橘猪_,7921131626,普通用户,121,1751.0,未定义,女,江西省
WB_流光断代史,7076150458,普通用户,1015,411.0,未定义,女,湖南省
WB_新浪新知,1231759973,机构认证-媒体,22061581,151559.0,商业,男,境外
DY_恒凝^,yfhj25864,普通用户,0,0.0,未定义,无,河北省
WB_是勿风啊,6626743388,普通用户,83,3.0,未定义,女,湖南省
DY_正义永不迟到,26429719140,普通用户,0,0.0,未定义,无,四川省
DY_带你飞(001)汪汪队创始人,n17796757125n,普通用户,285409,26.0,未定义,无,江西省
JRTT_仙仙吖,1491408311828172, ,0,,未定义,无,广西壮族自治区
WB_难舍深蓝,6016020391,个人认证-金V,338021,57413.0,未定义,男,江西省
DY_树下—益智源,46197291304,普通用户,449,268.0,未定义,无,江西省
DY_用户已注销,5772L2,普通用户,149,85.0,未定义,无,江西省
DY_社会@听歌,83373759813,普通用户,15,45.0,未定义,无,江西省
DY_脱口秀,Houdezaiwu_999,普通用户,203,17.0,未定义,无,江苏省
WYXW_洲洲影视娱评,T1716349140034, ,0,,未定义,无,境外
WB_李子的围脖,1062623637,个人认证-橙V,201643,139519.0,未定义,女,江西省
DY_霁月苍狼?,76874856933,普通用户,14,30.0,未定义,无,江西省
DY_萌新头玩家,69871060569,普通用户,66,10.0,未定义,无,江西省
JRTT_亲切冰淇淋FfSwY,3331985287684761, ,0,,未定义,无,江西省
WB_一玄少一,1856434850,普通用户,910,14436.0,未定义,女,江西省
WB_百亿姐的好物分享,1610658835,个人认证-金V,736224,35717.0,未定义,女,浙江省
DY_Y叶子,Yyezi70135,普通用户,390,42.0,未定义,无,内蒙古自治区
DY_Rchen,zyc0308_,普通用户,5,0.0,未定义,无,江西省
DY_归 零,52577273893,普通用户,323,141.0,未定义,无,江西省
WB_WOMEN自救指南,6440121901,普通用户,71547,906.0,未定义,女,境外
DY_用户30115,52368064907,普通用户,82,2.0,未定义,无,江西省
WB_灭宙主,2417767261,普通用户,1082,3070.0,未定义,女,湖南省
WB_-joechul,6522766387,个人认证-橙V,321289,2025.0,未定义,女,山东省
WB_夏小舞Summer,1824490713,个人认证-达人,6416,41259.0,未定义,女,湖南省
DY_毛毛,88146277194,普通用户,10,10.0,未定义,无,湖南省
WB_筱汐家今天的白桃糖,5637743034,个人认证-橙V,1353,8262.0,未定义,女,山东省
KS_??Konan/.??,1307047611,普通用户,0,16.0,未定义,无,河南省
DY_用户7152947597900,47776273263,普通用户,514,27.0,未定义,无,河南省
WYXW_七楼的蒲公英,T1708926655087,1001101,108,,未定义,无,河南省
WB_白糖西红鼠,1778479141,普通用户,638,18204.0,未定义,女,湖南省
WB_僻演,7907554572,个人认证-橙V,9531,9043.0,未定义,男,湖南省
JRTT_自由原野OnB9v,1292638515108270,普通用户,0,0.0,未定义,无,河南省
DY_岩岩今天开心么,36975557200,普通用户,49,1.0,未定义,无,山东省
DY_Z?,zys0508_,普通用户,11,3.0,未定义,无,山东省
DY_见鹿?,WHY9999555,普通用户,962,195.0,未定义,无,湖南省
WB_Chestnuttesta,5590466407,普通用户,4,2722.0,未定义,男,山东省
DY_酒窝??,CHENWANGYOU520,普通用户,1026,6.0,未定义,无,湖南省
WB_摆烂少女bot,7798396844,普通用户,183,2132.0,未定义,女,山东省
WYXW_思如哲思,T1530086797547, ,0,,未定义,无,河南省
KS_npc女二,737147984,普通用户,0,0.0,未定义,无,湖南省
DY_长安长安?不回访勿加?,dy3ng1thdw80,普通用户,1280,1648.0,未定义,无,陕西省
JRTT_小人物看尽人间百态,3353931717285859,普通用户,0,0.0,未定义,无,河南省
WB_我求求你了不要吞我,7586994309,普通用户,63,1326.0,未定义,女,山东省
DY_晴晴?,HRQ061121,普通用户,238,14.0,未定义,无,湖南省
DY_三三3,Jjjjjsyy,普通用户,178,23.0,未定义,无,湖南省
WB_腻唛丁丁车,7747063019,普通用户,166,18231.0,未定义,女,山东省
DY_????,Aimit37,普通用户,61,25.0,未定义,无,山东省
DY_白vv,139002521q,普通用户,271,6.0,未定义,无,江西省
JRTT_心理学刘爱民,6917334512, ,0,6486.0,未定义,无,江西省
DY_大癫材,Superxigua83,普通用户,49,11.0,未定义,无,江西省
WB_吧唧祎口猪,7303299430,个人认证-橙V,52445,13587.0,未定义,男,其他
JRTT_刘长友38,69017818843, ,0,,未定义,无,江西省
DY_老子和孙子,49281042455,普通用户,2439,1038.0,未定义,无,江西省
JRTT_高中数学,241526047254376, ,0,,未定义,无,江西省
DY_波哥.,dyxgk3l0kga7,普通用户,176,369.0,未定义,无,江西省
WB_一勺冬雪煎香茗,7861597782,普通用户,0,654.0,未定义,女,江西省
JRTT_诺斯罗普的笔记,3368522773968567, ,0,132.0,未定义,无,江西省
JRTT_于姐聊生活367赞,4158801383003532, ,0,,未定义,无,江西省
WB_而沈嘉依秋月,6320992982,个人认证-橙V,53361,6822.0,未定义,女,陕西省
KS_古村奇草省代理安达荣姐,1208233094,普通用户,0,503.0,未定义,无,江西省
DY_小记杨威,385809527amy,普通用户,4710884,2722.0,未定义,无,江西省
DY_老崔说事,93664765424,普通用户,917,78.0,未定义,无,江西省
DY_痴情哥父子?,60001920192,普通用户,445,24.0,未定义,无,江西省
DY_培培（砥砺前行）,spp03882,普通用户,8189,33.0,未定义,无,江西省
DY_不是山谷,38050834717,普通用户,101,4.0,未定义,无,江西省
JRTT_NBALen,1235794943, ,0,1165.0,未定义,无,江西省
KS_天才,3948680351,普通用户,0,4.0,未定义,无,其他
JRTT_运筹帷幄小鱼,2487540179798041,普通用户,0,0.0,未定义,无,江西省
WB_谈少宗,7480611144,普通用户,22,2979.0,未定义,女,江西省
JRTT_娱乐大玩家,3648630391052793, ,0,,未定义,无,江西省
WB_无法观测请勿洞察,5749087020,普通用户,378,8437.0,未定义,女,广西壮族自治区
WB_森王子,1778789371,普通用户,246,4598.0,未定义,女,广西壮族自治区
WB_来我的无人岛,7024915471,普通用户,87,661.0,未定义,女,广西壮族自治区
WB_边走边吃23456,7743923373,普通用户,92,2599.0,未定义,女,广西壮族自治区
WB_妈宝男宝妈,6402950579,普通用户,363,10696.0,未定义,女,广西壮族自治区
WYXW_童童聊娱乐啊,T1670903833201, ,0,,未定义,无,境外
WB_风小静-好好写文,1874262125,普通用户,912,49553.0,未定义,女,广西壮族自治区
WB_兔兔几哒哟,1740169290,普通用户,98783,82660.0,未定义,女,广西壮族自治区
WB_发三条嘉嘉,6004473406,普通用户,54206,8955.0,未定义,女,广西壮族自治区
WB_伞口组,1928050274,个人认证-橙V,1791720,34401.0,未定义,女,广西壮族自治区
JRTT_朱哥,1020766565704215,普通用户,0,0.0,未定义,无,境外
WB_比爾復活記,7430281188,普通用户,414,8912.0,未定义,女,广西壮族自治区
WB_Lucy_intheSkywithDiamonds,1632798757,个人认证-达人,25711,6287.0,未定义,女,广西壮族自治区
WB_西窗随记,5172987178,普通用户,219781,12136.0,未定义,男,广西壮族自治区
WB_你是小山河,2787822642,普通用户,209,3460.0,未定义,女,广西壮族自治区
WB_几百块__,6526446308,个人认证-橙V,454810,6380.0,未定义,女,广西壮族自治区
WB_我上网是为了滑铁卢,7425773470,普通用户,667,5326.0,未定义,女,广西壮族自治区
WB_我的叔叔猫勒,7901736112,普通用户,49,1485.0,未定义,男,广西壮族自治区
WB_开船续命,7690450114,普通用户,31,3926.0,未定义,女,广西壮族自治区
WB_springfish记事簿,5541789569,普通用户,61,6665.0,未定义,女,广西壮族自治区
WB_当众跳楼,7566319045,普通用户,170141,13260.0,未定义,女,广西壮族自治区
WB__菠萝不蜜,3809773209,个人认证-达人,6422,24761.0,未定义,女,广西壮族自治区
WB_Diogo是只小花兔,6591763890,普通用户,497,15203.0,未定义,女,广西壮族自治区
WB_推倒王道,1883527403,普通用户,59317,26865.0,未定义,男,广西壮族自治区
WB_Angiemo_,1728475584,普通用户,1706,47412.0,未定义,女,广西壮族自治区
WB_没人问你是第几个号,7905734438,个人认证-橙V,894,1861.0,未定义,女,广西壮族自治区
WB_今年就戒酒吧,1780714245,普通用户,27934,3197.0,未定义,女,广西壮族自治区
DY_毕艳刚 律师,biyanganglvshi,其他认证,287,228.0,未定义,无,吉林省
WB_一笺落寞,5721206645,普通用户,698,39746.0,未定义,女,江西省
DY_小小木子李,940595876,普通用户,120,37.0,未定义,无,江西省
DY_众播视频,41515067287,机构认证,10509,1678.0,未定义,无,江西省
WYXW_苗苗情感说,T1670902757974,1000101,31561,,未定义,无,江西省
DY_乱码记忆,3.lllll3,普通用户,299,2.0,未定义,无,江西省
WB_新浪生活,1590751275,企业认证,16015,18218.0,未定义,女,江西省
WB_一猹,1621497743,普通用户,1024,6483.0,未定义,女,江西省
DY_1号赊刀人,shanlishedao,普通用户,29473,706.0,未定义,无,江西省
KS_千骨万钱,4045381518,普通用户,0,,未定义,无,其他
WB_anprekAnguid,6418159068,普通用户,134,5470.0,未定义,女,江西省
DY_海豚圆滚毛茸茸,630507695,普通用户,1926,44.0,未定义,无,江西省
JRTT_清茶Zy,64116148022, ,0,,未定义,无,江西省
DY_陌上珺瑶,H521030912Y,普通用户,9,17.0,未定义,无,江西省
DY_喵呜小丞^,Fan0822_,普通用户,333,28.0,未定义,无,江西省
DY_悟透人性,69889071378,普通用户,908,123.0,未定义,无,江西省
JRTT_白日梦睡前故事,2616481566695645, ,0,,未定义,无,江西省
KS_我要找律师,1468798632,机构认证,466721,2800.0,未定义,无,江西省
WB_育儿专家张思莱,1412779214,个人认证-橙V,5355708,205339.0,未定义,女,江西省
WB_太空舱里的棉花糖,7277231657,普通用户,12,2095.0,未定义,女,江西省
WB_柴郡猫可夫斯基,1681423653,个人认证-橙V,225806,57614.0,未定义,女,江西省
WB_Kurenai_7,2782836481,普通用户,335,5076.0,未定义,女,江西省
WB_家有狗妹,7566987095,普通用户,345,22283.0,未定义,女,江西省
JRTT_小炎故事汇,2016965275949689, ,0,,未定义,无,江西省
JRTT_幸福的距离,3016700871319118, ,0,,未定义,无,江西省
JRTT_乖巧荷叶,2687620194505832, ,0,,未定义,无,江西省
DY_雄心虎胆,1495155503,普通用户,3315,147.0,未定义,无,江西省
WB_扎西德勒·天珠文化,5086160970,个人认证-橙V,366888,53402.0,未定义,男,江西省
DY_我是神经病别骂了越骂越爽哈?,LT_Y02,普通用户,696,5.0,未定义,无,江西省
WYXW_芸芸众生里有趣的人,T1724653583297, ,0,,未定义,无,北京市
WB_飞月江十九,7328609299,普通用户,462,30697.0,未定义,男,江西省
DY_聪律师北京执业律师,06022020li,其他认证,1139893,490.0,未定义,无,江西省
JRTT_时髦柑桔1Ea2xB,3648621711197498, ,0,,未定义,无,江西省
KS_囧不是态度,1294512379,普通用户,10155,50.0,未定义,无,其他
DY_鸭脖,34165887550,普通用户,124,25.0,未定义,无,四川省
WB_丸子头lady,1798522990,普通用户,401,6516.0,未定义,女,江西省
WB_林蕾Lei,2235979327,个人认证-达人,98755,3207.0,未定义,女,江西省
JRTT_萌界大人物,107897223475, ,0,,未定义,无,江西省
DY_巡抚钦差,2070918042,普通用户,4432,11833.0,未定义,无,江西省
DY_瑞祥爱训练的教官,pl1314666,普通用户,1464,137.0,未定义,无,江西省
WYXW_刘娜,T1655199335304, ,0,,未定义,无,江西省
XHS_打完boss好睡觉,5078757821,普通用户,0,0.0,未定义,无,其他
KS_主持大驰子,1800851368,个人认证,0,360.0,未定义,无,江西省
JRTT_智者清风BY,2450172912084039, ,0,,未定义,无,江西省
DY_清远堂,271638806,普通用户,5841,219.0,未定义,无,江西省
DY_?哈哈哈,78915857777,普通用户,9,36.0,未定义,无,江西省
JRTT_让我们走进世界的舞台,1823414726956092, ,0,,未定义,无,江西省
WB_近卫T-34,7208477348,个人认证-金V,1030968,126888.0,未定义,男,江西省
WYXW_迷世书童H9527,T1712647332623, ,0,,未定义,无,江西省
JRTT_米线＊,3290211668203959, ,0,,未定义,无,江西省
DY_@VIP辉哥,35536657162,普通用户,552,203.0,未定义,无,江西省
JRTT_欢欢故事会,91682128238, ,0,,未定义,无,江西省
DY_懂车的,54587903768,普通用户,85,30.0,未定义,无,江西省
WB_陈士渠,1890443153,个人认证-橙V,7688129,32309.0,未定义,男,江西省
JRTT_无可无不可,1907000804407404, ,0,,未定义,无,江西省
KS_丽丽《单身）,3585536117,普通用户,0,18.0,未定义,无,江西省
KS_毕艳刚,2262374536,普通用户,1179,90.0,未定义,无,吉林省
JRTT_冬日朝阳815,6179879839, ,0,,未定义,无,江西省
JRTT_三公子娱乐,4127999861984473, ,0,,未定义,无,河北省
JRTT_花浩月圆,3771767913191795, ,0,,未定义,无,江西省
JRTT_令狐大聪,13480137547, ,0,,未定义,无,江西省
JRTT_用户香椿二姐,100328861813, ,0,,未定义,无,江西省
JRTT_镜花水月,4358910964924808,普通用户,0,0.0,未定义,无,江西省
DY_顶峰相见,49432303619,普通用户,0,1.0,未定义,无,江西省
JRTT_启明,2845184800589175, ,0,,未定义,无,江西省
JRTT_惊鸿一瞥的一捺,2843794605618059, ,0,,未定义,无,江西省
WB_灰天_52223,5042929385,个人认证-橙V,1252,1344.0,未定义,女,江西省
JRTT_极速豆花sGOFESi,2082939406910100, ,0,,未定义,无,江西省
DY_注定有缘,zhudingyouyu10,普通用户,1176,2.0,未定义,无,江西省
JRTT_闲看风情,53548525079, ,0,,未定义,无,江西省
DY_z。,qixingderen4,普通用户,337,1.0,未定义,无,江西省
DY_昭_,53365132960,普通用户,14,1.0,未定义,无,江西省
WB_BeautyFeelingss,7830155328,个人认证-金V,284932,4848.0,未定义,女,江西省
WB_北京人捍卫北京城,2025231343,个人认证-橙V,1084079,95573.0,未定义,男,江西省
JRTT_客客,3399337401131895, ,0,,未定义,无,江西省
JRTT_橘子皮清秋,3683785164457652, ,0,,未定义,无,江西省
JRTT_文豪国事漫谈,1314671079471351, ,0,,未定义,无,江西省
XHS_南风窗,5934145424,普通用户,0,0.0,未定义,无,江西省
DY_高雅律师,GY_Lawyer,其他认证,5063,85.0,未定义,无,江西省
WB_独立前夜_,7391691677,普通用户,1569,2332.0,未定义,女,其他
WB_神芯组织二号头目,3173285595,普通用户,182,4920.0,未定义,女,江西省
KS_妮妮,2364190645,普通用户,0,19.0,未定义,无,江西省
WB_揪一只小小,3602155614,个人认证-金V,27905,6770.0,未定义,女,江西省
KS_毕艳刚,901910221,普通用户,0,,未定义,无,吉林省
JRTT_石家庄市新华普法,59719182073, ,0,,地市,无,江西省
JRTT_天昭日月,1481769888783480, ,0,,未定义,无,江西省
WB_珉中圆,7899305480,普通用户,58,242.0,未定义,女,其他
KS_坦荡胸怀1??,1970802702,普通用户,19,0.0,未定义,无,江西省
WB_N1NAEONK9,5961824869,普通用户,6,8757.0,未定义,女,江西省
JRTT_自由苹果WBr1j,2212683301785933, ,0,,未定义,无,江西省
WYXW_天津广播,T1595317700366, ,0,,省级,无,天津市
JRTT_害羞de铅笔,1063922082253224, ,0,,未定义,无,江西省
WYXW_雨晴碎语,T1724228674976, ,0,,未定义,无,江西省
DY_李津诚,haoatimu4401,普通用户,273,524.0,未定义,无,福建省
WB_酉变换荒原的通讯录,7919193732,普通用户,143,431.0,未定义,男,江苏省
WB_金陵郭健,6611096981,个人认证-橙V,160456,82354.0,未定义,男,江西省
DY_抖一抖二抖三音,57574645470,普通用户,1507,5871.0,未定义,无,江西省
WB_绝望的寡妇_已离婚_恨前妻爱过去,6938641701,普通用户,325,9239.0,未定义,女,江西省
WB_当风刺入夜的帷幔血月高悬,7742586170,普通用户,149,1894.0,未定义,女,江西省
JRTT_日日杂谈,74908342722, ,0,,未定义,无,江西省
DY_无锡秦临军,34581651623,普通用户,2434,1421.0,未定义,无,江苏省
WB_VXIII純粹灵魂333,5534392535,普通用户,322,64767.0,未定义,女,江西省
DY_君山区青少年守护者,yingzi412,企业认证,20216,48.0,未定义,无,江西省
DY_四时,sqr9909984,普通用户,652,70.0,未定义,无,江西省
DY_李怀古,lihuaigu2966,普通用户,5462,1400.0,未定义,无,江西省
WB_股市财宝宝,6569076166,个人认证-橙V,600612,12609.0,未定义,女,江西省
DY_亦自在,UN889955,普通用户,6152,552.0,未定义,无,江西省
JRTT_紫色湘女,80575132413, ,0,,未定义,无,江西省
JRTT_海燕点评站,534801194171632, ,0,,未定义,无,江西省
WB_和维娜一起看银灰逆流而上,7911217764,普通用户,95,3795.0,未定义,女,其他
WB_我是落生,5822334131,个人认证-金V,879957,45385.0,未定义,女,江西省
WB_各种凉凉的空空,1811049812,普通用户,310,33139.0,未定义,女,江西省
WB_用户7943273009,7943273009,普通用户,0,0.0,未定义,男,其他
JRTT_苗苗姐,1185731246829332, ,0,,未定义,无,江西省
WB_巨无霸激推,6085360586,普通用户,76,1358.0,未定义,女,江西省
KS_聚鑫律所-宣传普法教育,208969772,普通用户,0,1.0,未定义,无,其他
JRTT_地理瞭望塔,4440274690378060, ,0,,未定义,无,江西省
JRTT_雾墨成诗,3522505909, ,0,,未定义,无,江西省
DY_平行@录语,liucongj11156,普通用户,910,221.0,未定义,无,江西省
WB_忘至荼蘼,1865410505,普通用户,725,35814.0,未定义,男,江西省
DY_［翼云_远行］青少年心理疏导,45090042480,普通用户,8,9.0,未定义,无,江西省
XHS_sky（zzy请艾特我）,2234210846,普通用户,10,0.0,未定义,无,江西省
DY_流年似水,65402473356,普通用户,650,432.0,未定义,无,江西省
DY_@Xili you huala Ah,dye715d93g0i,普通用户,1149,1066.0,未定义,无,香港特别行政区
XHS_乐妈和两个女儿,9067790759,普通用户,0,0.0,未定义,无,其他
DY_方君,82862720857,普通用户,259,469.0,未定义,无,江西省
WB_阿阳-奋斗版,6624884740,普通用户,10380,1537.0,未定义,男,其他
JRTT_直爽奶酪,95963918632, ,0,,未定义,无,广东省
KS_破??（呆萌ˇ）,1565733719,普通用户,476,6.0,未定义,无,江西省
KS_菏泽有才视频报,1322524840,普通用户,8797,4904.0,未定义,无,江西省
DY_07,someLight,普通用户,211,8.0,未定义,无,湖南省
WB_钰珏_佛狱恶女,7436179338,普通用户,22302,25306.0,未定义,女,湖南省
WB_雷欧小王子ProMax,6237861495,普通用户,65,612.0,未定义,女,湖南省
DY_举烛,51403785968,普通用户,1,1.0,未定义,无,湖南省
WB_开心又健康播客,7449368557,普通用户,16,743.0,未定义,男,湖南省
DY_常春树,86983693773,普通用户,371,0.0,未定义,无,江西省
DY_屿渊,36670726838,普通用户,152,91.0,未定义,无,山东省
DY_旺财聊心理,90526605131,普通用户,1409,33.0,未定义,无,江西省
DY_yrjzzs8g,111555888fff,普通用户,49,36.0,未定义,无,安徽省
DY_雾尽见翌,sbblzwjhggnbp,普通用户,69,5.0,未定义,无,福建省
WB_松鼠濑尿虾,2398286384,个人认证-橙V,651119,72539.0,未定义,女,湖南省
WB_补药起床好吗好的,7228261996,普通用户,26,1155.0,未定义,女,湖南省
WB_耶耶掰你芽,5667005002,普通用户,228,50149.0,未定义,女,湖南省
JRTT_黄毅来了,2958104389757515,普通用户,329000,0.0,未定义,无,上海市
WB_土豆泥decease,6384835817,个人认证-橙V,12030,29875.0,未定义,女,湖南省
DY_汪翌（汪家人）,96487574659,普通用户,721,248.0,未定义,无,江西省
DY_小猪皇帝,200622939,普通用户,95,2.0,未定义,无,安徽省
DY_橘色的猫,hbshrx1002,普通用户,70,18.0,未定义,无,湖南省
DY_有雲季节 (文文影视),981222love061031,普通用户,248,82.0,未定义,无,江西省
DY_pubg狙,43238729,普通用户,59,35.0,未定义,无,湖南省
DY_Wildeat,55834886055,普通用户,27,9.0,未定义,无,湖南省
DY_lVE,A3242914613,普通用户,91,2.0,未定义,无,湖南省
WB_来杯姬尾酒,5445237599,普通用户,493,2151.0,未定义,女,湖南省
DY_道句晚安?,wzdanwxy,普通用户,279,844.0,未定义,无,湖南省
